|Job Applicants:|Openings:|PG :|Posted:|UG :|experience|job_desc|key_skills|position|salary|Doctorate :
0|226|1|Post Graduation Not Required|17 days ago|B.Tech/B.E. in Computers|3 - 6 years|"Job description

Job Summary: We are looking for a senior Oracle Database Administrator to manage our company s Oracle database systems. You will be required to install and maintain the database software, create storage structures, set up user accounts, debug malfunctioning programs, create backups, and regularly maintain the database security.
Essential Duties and Responsibilities include the following. Other duties may be assigned. All duties will be performed under the review/guidance of the Manager.
Experience with Database Performance Tuning and SQL query Tuning and Partitioning
Oracle Types: SE, EE, RAC, DATA GUARD, ASM
Experience with Statspack/AWR reports from Oracle database and analysed the reports for Oracle wait events, time consuming SQL queries, tablespace growth, database growth.
Experience with SQL Query tuning and provided tuning recommendations to ERP jobs, time/CPU consuming queries.
Maintain and administering Linux based systems like RedHat, Cent-OS.
Experience with Explain Plan, Oracle hints and creation of new indexes to improve the performance of SQL statements.
Perform root cause analysis on failures. Resolve performance tuning related issues and queries.
Candidate should be well versed with all Oracle database administration activities for a variety of applications using, Oracle ( 11g and 12c) on various flavors of UNIX, LINUX environments
Experience with database backup and recovery
Experience with database patching and upgrades
Experience in any Unix shell script
RoleDBA
Industry TypeBPO / Call Centre
Functional AreaIT Software - DBA, Datawarehousing
Employment TypeFull Time, Permanent
Role CategoryAdmin/Maintenance/Security/Datawarehousing
Education
UG :B.Tech/B.E. in Computers
PG :Post Graduation Not Required
Key Skills
Oracle DbData GuardDatabase AdministrationDatabase Performance TuningLinuxRacBackupPatchingSql QueriesOracle Database Administrator"|['Data Guard', 'Database Administration', 'Linux', 'Rac', 'Backup', 'Patching', 'Sql Queries']|Senior Oracle DB Administrator|Not Disclosed|
1|44|1|Post Graduation Not Required|17 days ago|B.Tech/B.E. in Computers|5 - 7 years|"Job description
GENERAL JOB SUMMARY
The Senior Engineer, Development is responsible for development tasks like coding and debugging of complex scope using standard concepts and principles.
Works as a fully contributing team member, under broad guidance.
S/he should be able to apply own judgment and independently determine a course of action to execute it, post review.
S/he is responsible for coaching, guiding and mentoring junior members in the team to help them scale up faster.
Roles and Responsibilities
Developing new user-facing features using React.js Building reusable components and front-end libraries for future use Translating designs and wireframes into high quality code Creates high level and low level design for a given set of functional requirements as a marketable feature or a set of Use Cases.
Mentors other junior members in the team in terms of technical skills, methodology and product knowledge.
Has good command in technology of the primary product.
Follows best coding practices.
Assists colleagues with design reviews, code reviews, implementation and information about existing implementations.
Expert in one or more modules of the product.
Has good understanding of core modules of secondary product.
RoleSoftware Developer
Industry TypeIT Services & Consulting
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :B.Tech/B.E. in Computers
PG :Post Graduation Not Required
Key Skills
UI developmentTranslationFront endCodingDebuggingJavascriptManager TechnologyEnterprise softwareSoftware solutions"|['UI development', 'Translation', 'Front end', 'Coding', 'Debugging', 'Javascript', 'Enterprise software', 'Software solutions']|ReactJS Developer|Not Disclosed|
2|Less than 10|1|Post Graduation Not Required|17 days ago|B.A|12 - 15 years|"Job description
Technical Lead for Central Reporting System for Private Bank.
This candidate will be responsible for analyzing the global regulatory landscape and work across teams and regions to identify the roadmap for migrations. This candidate will play the role of the technology team and will have product manager, BA s and development staff to directly manage. Key stakeholder face off will be Operations, Business, AML and various teams outside of Private Bank that take in data and reporting. This is a key leadership role interfacing across all regions and ensuring Regulatory SLA s are met.
Manage multiple teams of professionals to accomplish established goals and conduct personnel duties for team (e.g. performance evaluations, hiring and disciplinary actions)
Provide strategic influence and exercise control over resources, budget management and planning while monitoring end results
Utilize in-depth knowledge of concepts and procedures within own area and basic knowledge of other areas to resolve issues
Ensure essential procedures are followed and contribute to defining standards
Integrate in-depth knowledge of applications development with overall technology function to achieve established goals
Provide evaluative judgement based on analysis of facts in complicated, unique, and dynamic situations including drawing from internal and external sources
Influence and negotiate with senior leaders across functions, as well as communicate with external parties as necessary
Appropriately assess risk when business decisions are made, demonstrating particular consideration for the firm s reputation and safeguarding the company, its clients and assets, by driving compliance with applicable laws, rules and regulations, adhering to Policy, applying sound ethical judgment regarding personal behavior, conduct and business practices, and escalating, managing and reporting control issues with transparency, as well as effectively supervise the activity of others and create accountability with those who fail to maintain these standards.
RoleHead/VP/GM-Technology(IT)/CTO
Industry TypeRecruitment / Staffing
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategorySenior Management
Education
UG :B.A
PG :Post Graduation Not Required
Key Skills
SupervisorHead Business DevelopmentComplianceBankingManager TechnologyTechnical LeadBudget managementManagementMonitoring"|['Supervisor', 'Compliance', 'Banking', 'Technical Lead', 'Budget management', 'Management', 'Monitoring']|SVP - Regulatory Platform Head|Not Disclosed|
3|275|1|Any Postgraduate|17 days ago|B.Tech/B.E. in Computers|3 - 6 years|"Job description
Coordinate and participate in review; revisions; changes; enhancements; testing; documentation; and member notification of product enhancements and/or business opportunities.
Provide business knowledge and technical support for requirement development.
Work closely with developers and requesters identifying data and functional requirements in the design of new/enhanced systems.
Ensure development objectives are accomplished; user testing is performed; and member notification is prepared in a timely fashion.
Develop and participate in the review of business and functional requirements and determine primary functions that the project is to provide.
Ensure timely and accurate communication with project staff throughout the life cycle of the project and ensure knowledge transfer of vendor technology to Client staff.
Document and coordinate changes and enhancements of products and services and prepare and/or present documentation of business/technical presentations.
Provide technical support for the member(s) to ensure adherence to requirements.
Evaluate business requests to determine feasibility; work with Software Engineers to define alternatives and recommend optimal solutions.
Prepare overall project plan; incorporating costs and tasks from the various components; ensuring a successful and timely project implementation.
Ensure methodology compliance; document problem areas and coordinate resolutions; reporting to management as necessary and investigate/research Client or industry business/technical process.
Coordinate and assist in implementation of new or revised rules and policies.
Coordinate and document project/release level user acceptance testing.
RoleBusiness Analyst
Industry TypeIT Services & Consulting
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategorySystem Design/Implementation/ERP/CRM
Education
UG :B.Tech/B.E. in Computers
PG :Any Postgraduate
Key Skills
User Acceptance TestingLife CycleBusiness Analysis"|['User Acceptance Testing', 'Life Cycle', 'Business Analysis']|Information Systems-Sr. Analyst|Not Disclosed|
4|13|1|Post Graduation Not Required|17 days ago|Any Graduate|1 - 4 years|"Job description
Main tasks
As strategic Auditor_Quality Management System- SA8000 and related ISO standards the main responsibilities are to be as follows:
Auditor for carrying out management system audits and related social audits in SA8000, ISO SERIES, WRAP, SMETA AND UPCOMING GOTS, GRS
Requirements
As a minimum, the candidate is to:
Experienced auditor preferable with textile background qualification worked in certification body as an auditor with required qualifications to SA8000, ISO9001 etc.
Other skills (soft skills)
Able to communicate with all levels of the organization
Be a self-starter and set your own goals - Reliable, trustworthy self-confidence
Excellent communication skills and a good level of written and spoken in languages like English, Hindi and Tamil.
Availability to travel.
RoleAudit Manager
Industry TypePower
Functional AreaAccounts, Finance, Tax, Company Secretary, Audit
Employment TypeFull Time, Permanent
Role CategoryFinance/Audit
Education
UG :Any Graduate
PG :Post Graduation Not Required
Key Skills
BuildInfrastructure"|['Build', 'Infrastructure']|Auditor - Quality Management System|Not Disclosed|
5|77|||17 days ago|Any Graduate|8 - 13 years|"Job description
Should have exposure in Reports, Interfaces, Enhancements, Forms and conversions
Should be willing to take end to End ownership of the Object development
Should handle the Objects independently without any technical Support.
Should work with the functional consultants in developing the Objects,
Should be able to suggest the technical glitches earlier in the development
Should possess good analytical and interpersonal skills.
Good communication skills and should be a good team player.


RoleERP Consultant
Industry TypeIT Services & Consulting
Functional AreaIT Software - ERP, CRM
Employment TypePart Time, Temporary/Contractual
Role CategorySystem Design/Implementation/ERP/CRM
Education
UG :Any Graduate
Key Skills
Communication SkillsSAP ABAPTechnical SupportEnhancementsInterpersonal Skills"|['Communication Skills', 'SAP ABAP', 'Technical Support', 'Enhancements', 'Interpersonal Skills']|SAP ABAP Developer|₹ 10,00,000 - 20,00,000 P.A.|
6|83|||11 days ago|B.Tech/B.E. in Any Specialization|4 - 9 years|"Job description
Roles and Responsibilities
Must be able to clearly communicate with customer/counter parts independently on project
Must able to run and drive technical need in the project
Must able to understand the complete need for the project
Should be able to support other team members on the technical and project related functional areas
Should be able to monitor unit tests and live deployments
Should be responsible for the review of any delivery from the team
Will be responsible for timely task delivered in expected Quality
Will be responsible to lead a group of resources, manage and distribute workload to complete the project work

Desired Candidate Profile
MUST have Good Communication - Verbal and Written Leadership skills Prior Experience to the resp. Units i.e. Data Expertise in below Technical skills D365 CE
Dynamics 365 Base Product Knowledge
SSIS
SQL Server Queries & Stored Procedures
SQL Data base
Azure SQL
Logic Apps
Scribe
Kingsway Soft


RoleDatabase Architect/Designer
Industry TypeIT Services & Consulting
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :B.Tech/B.E. in Any Specialization
Key Skills
MS Dynamics CRMData MigrationSSIS integration
Skills highlighted with ‘‘ are preferred keyskills"|['MS Dynamics CRM', 'Data Migration']|Data Migration Programmer_immediate Joiners ONLY|Not Disclosed|
7|130|7||17 days ago|B.Tech/B.E. in Any Specialization, B.A in English|1 - 5 years|"Job description
Roles and Responsibilities
content writers with keen interest and knowledge in consumer technology. Should be able to cover tech news, analysis, reviews,etc.
An ideal candidate should be able to come up with interesting content ideas and produce content (articles, photostories and videos) on topics like latest gadgets, consumer electronics and day-to-day tech.

Required Candidate Profile
Candidates must have 1-3 years of experience in writing on technology/ gadgets reviews.
Candidates must have writing experience with any blog or publication that can validate your interest and knowledge on the above mentioned topics.

Desired Candidate Profile
Good grammar and writing skills in English.
Should be able to write articles quickly.
Camera friendly: Should be able to anchor videos and write scripts too.
Familiar with video production and basic video editing.
Should be able to at least shoot videos and edit them on smartphones. -Basic photo editing Basic knowledge of social media




RoleIT/Technical Content Developer
Industry TypeInternet
Functional AreaJournalism, Editing, Content
Employment TypeFull Time, Permanent
Role CategoryContent Development
Education
UG :B.Tech/B.E. in Any Specialization, B.A in English
Key Skills
gadgets writingTechnical WritingContent Writing"|['Technical Writing', 'Content Writing']|Technology/ Gadgets Writer|₹ 3,00,000 - 6,00,000 P.A.|
8|154|2||11 days ago|Any Graduate|2 - 5 years|"Job description
Dear Candidate,We are hiring for TL for Customer service process.

As a Team leader, you will be responsible for managing the team who does post-sales experience and membership renewal of our personalized customers. To be a successful Team leader, you should be proactive, patient, and able to work in a high-pressure environment. Ultimately, a top performing Team Leader is the one who is a product expert and demonstrates exceptional communication, problem solving and customer service skills.

What you will do in this role
Manage post-sales experience and service of premium members of Shaadi SELECT.
Mentor and develop the team.
Effectively manage shift operations.
Strong Knowledge and Experience on Operational Metrics. (CSAT, AHT, Shrinkage, Quality scores, maintaining SLA, Attrition management).
Handling Escalation calls of Customers.
Track Customer Satisfaction & ensure closure of complaints.
Strong Rapport building skills with Team & stakeholders, manage attrition in the team.
Evolve more effective work process for improving customer interactions.
Constantly monitor & review performance metrics for achievement of objective.
To effectively manage Contact Centre operations for constant performance achievements.
Identify relevant training needs of agents & ensure effective implementation.
Interface with IT/HR/ Training/Quality in order to improve the teams Performance.

What you should have
4 years experience developing the above skills
Experience must include tele-marketing job.
Should be familiar with effective objection handling.
Extremely detail oriented and ability to organize
Bachelors Degree.

Salary-upto 4.50lpa ctc

RoleTeam Leader -(NonTechnical)
Industry TypeBPO / Call Centre
Functional AreaITES, BPO, KPO, LPO, Customer Service, Operations
Employment TypeFull Time, Permanent
Role CategoryVoice
Education
UG :Any Graduate
Key Skills
Attrition ManagementCustomer ServiceTLTeam LeadingCustomer SatisfactionHRShrinkageCSATOperationsObjection Handling"|['Attrition Management', 'Customer Service', 'TL', 'Team Leading', 'Customer Satisfaction', 'HR', 'Shrinkage', 'CSAT', 'Operations', 'Objection Handling']|Hiring For Female TL For Customer Service|₹ 2,75,000 - 4,50,000 P.A.|
9|55|1||17 days ago|Any Graduate|2 - 7 years|"Job description
Roles and Responsibilities
Only System Architects apply. Scrum Framework is a must.

Company : German MNC in Bommasandra, Bangalore
Software Development : Training and Educational software for Industrial training .
Shift : Currently General shift, Later UK Timings, 2pm to 11pm
Salary : Best in the industry
Designation : Software Engineer
Desired Candidate Profile
Only System Architects Apply. Knowledge of SCRUM Framework is a must.

Degree in Computer Science, BE/Btech, Any Degree in Computers
Only candidates with the following skill sets please apply.
1. Scrum Framework
2. Microsoft Azure Devops
3. Microsoft Azure Services
4. SQL/Data Base Technology
5. Microsoft .NET C#
6. Good Communication in English


Perks and Benefits
Only System Architects apply please. Knowledge of Scrum Framework is a must.
Salary Best in the industry

RoleSystem Architect
Industry TypeIT Services & Consulting
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryNot mentioned
Education
UG :Any Graduate
Key Skills
scrum FrameworkMicrosoft Azure.Net
C#EnglishComputer ScienceAzure DevopsSQL
Skills highlighted with ‘‘ are preferred keyskills"|['Microsoft Azure', '.Net', 'C#', 'English', 'Computer Science', 'SQL']|System Architect|₹ 4,00,000 - 7,00,000 P.A.|
