|Job Applicants:|Openings:|PG :|Posted:|UG :|experience|job_desc|key_skills|position|salary|Doctorate :
0|Less than 10|1|Post Graduation Not Required|24 days ago|Any Graduate|11 - 15 years|"Job description
Responsible for blueprint and delivery of all key services in their Retail and warehouse management solution, on-time, to scope and within the budget.
Ability to rally and motivate teams towards the organization goals, OKRs and good business outcomes.
Foster a culture of teamwork, innovation, and delivery of capabilities in a cost efficient and timely manner
Collaborate with the global team across Product (PD, PMG) and the broader organization in helping achieve consensus on key topics.
Drive architecture and designs to become simpler, more robust, and more efficient.
Provide early visibility and mitigation to challenges through the journey.
Confidently represents product and portfolio, including vision and functional and technical roadmaps, within the company and, when necessary, to customers.
Motivate and drive large teams with multiple functions (Development , Support , Cloud , Consulting) to collaborate and contribute by adopting integrated delivery model with focus on leveraging the technical and solution skills based on customer priorities.
Responsible for overall solution delivery with focus on future strategy, investment, technology adoption, cost efficiencies, customer retention.
RoleHead/VP/GM-Technology(IT)/CTO
Industry TypeRecruitment / Staffing
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategorySenior Management
Education
UG :Any Graduate
PG :Post Graduation Not Required
Key Skills
ArchitectureConsultingCloudCustomer retentionManager TechnologyWarehouse managementSolution deliveryCostInvestment"|['Architecture', 'Consulting', 'Cloud', 'Customer retention', 'Warehouse management', 'Solution delivery', 'Cost', 'Investment']|Director Support|Not Disclosed|
1|78|1|Any Postgraduate|24 days ago|Any Graduate|5 - 10 years|"Job description
To perform various business activities on a daily basis. We are looking to hire a Systems Administrator to provide Level 3 support. This position is responsible for managing both Linux Servers as well as Linux based end point devices by providing technical support and delivering assigned projects in a timely manner. Candidate should have broad technical exposure to Server, Storage and Network Infrastructure.
Candidate must have at least 5+ Yrs. of experience.
The following knowledge would be desirable:
Good scripting experience, preferably Python.
Proficiency on change deployment tool, preferably puppet.
Job Responsibilities and Requirements
Essential Functions:
The Systems Administrator (SA) is required to be proficient in administering all Linux based systems (Redhat, CentOS and OUL etc .) on premise as well as on the cloud (preferably AWS)
Responsible for effective provisioning, installation/configuration, operation, and maintenance of Linux based systems hardware/software and related infrastructure.
Participate in technical research and development to enable continuing innovation within the infrastructure domain.
Ensure that hardware, operating systems, software and related procedures adhere to best practices and organizational standards.
Assist project teams with technical issues analysis and design; execute, test and roll out of solutions
SA Engineering and Provisioning
Install new / rebuild existing servers and configure hardware, peripherals, services, settings, directories, storage, etc. in accordance with standards and project/operational requirements.
Develop and maintain installation and configuration procedures.
Contribute to and maintain system standards.
Research and recommend innovative, and where possible automated approaches for system administration tasks. Identify approaches that leverage existing resources and provide economies of scale.
Operations and Support
Provide Level 2/other support per request from various constituents. Investigate and troubleshoot issues reported by Level 1/2 Engineers.
Repair and recover from hardware/software failures. Coordinate and communicate with impacted constituents.
Train Level 1/2 engineers to achieve their career goals and ambitions.
Maintenance
Apply OS patches and upgrades on a regular basis, and upgrade administrative tools and utilities. Configure / add new services as necessary.
Maintain operational, configuration, or other procedures.
Perform periodic performance reporting to support capacity planning.
Perform ongoing performance tuning, hardware upgrades, and resource optimization as required. Configure CPU, memory, and disk partitions as required.
Maintain data center environmental and monitoring equipment.
The ideal candidate would have experience with a majority of the following systems and have the appropriate soft skills as shown below:
Technologies:
Candidates with strong experience managing hybrid (on premise and Cloud) infrastructures preferred.
Experience with managing AWS cloud based infrastructures desirable.
RoleMarketing Manager
Industry TypeIT Services & Consulting
Functional AreaMarketing, Advertising, MR, PR, Media Planning
Employment TypeFull Time, Permanent
Role CategoryMarketing
Education
UG :Any Graduate
PG :Any Postgraduate
Key Skills
Network InfrastructureLinux EngineerTechnical SupportSystem AdministrationHardwareAwsPerformance TuningPuppetData CenterOperating Systems"|['Network Infrastructure', 'Technical Support', 'System Administration', 'Hardware', 'Aws', 'Performance Tuning', 'Puppet', 'Data Center', 'Operating Systems']|Operations and Support|Not Disclosed|
2|Less than 10|1|Any Postgraduate|24 days ago|Any Graduate|1 - 4 years|"Job description
Your responsibilities
Conduct assessments of complex incidents, understand the request/issue and identify the faulty component or parameters to be changed
Apply solutions and send feedback to Site Admins / users
Respect defined Service Level Agreement / procedures defined within the workflow tool (SDP) to ensure smooth communication between support teams and consistency of the data (tickets) recorded
Complete incident registration with all technical information to allow escalation (including to suppliers and 3rd party support)
Follow-up (resolution, feedback, questions) on these escalated cases
Perform system administration tasks
Modify configuration of Online sites for OBT, Portal, TSA and TSPM
Test modifications done and document results before closing or forwarding the request/incident
Participate on the management of the virtual team System Administration Client Technology
Were looking for you if your profile matches the following:
Professional education (Business Travel Agent)
Min 2 years in the travel industry, with min 1 year as site admin
Good written and spoken English
Good knowledge of at least 1 GDS (Apollo/Galileo)
Excellent knowledge in client facing Travel Technology and solid experience in the administration of min 1 application
Good analytical thinking skills and interpersonal skills
Experience in process management (design, document and implement processes) advantageous
Thorough understanding of online meeting technology advantageous
RoleTechnical Support Engineer
Industry TypeAviation
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryAdmin/Maintenance/Security/Datawarehousing
Education
UG :Any Graduate
PG :Any Postgraduate
Key Skills
ProcurementCareer developmentService levelAnalyticalTravel managementManager TechnologyWorkflowProduct supportProcess managementSystem administration"|['Procurement', 'Career development', 'Service level', 'Analytical', 'Travel management', 'Workflow', 'Product support', 'Process management', 'System administration']|CT Product Support|Not Disclosed|
3|122|1|Post Graduation Not Required|24 days ago|Any Graduate|1 - 5 years|"Job description
Your responsibilities
Conduct assessments of complex incidents, understand the request/issue and identify the faulty component or parameters to be changed
Apply solutions and send feedback to Site Admins / users
Respect defined Service Level Agreement / procedures defined within the workflow tool (SDP) to ensure smooth communication between support teams and consistency of the data (tickets) recorded
Complete incident registration with all technical information to allow escalation (including to suppliers and 3rd party support)
Follow-up (resolution, feedback, questions) on these escalated cases
Perform system administration tasks
Modify configuration of Online sites for OBT, Portal, TSA and TSPM
Test modifications done and document results before closing or forwarding the request/incident
Participate on the management of the virtual team System Administration Client Technology
Were looking for you if your profile matches the following
Professional education (Business Travel Agent)
Min 2 years in the travel industry, with min 1 year as site admin
Good written and spoken English
Good knowledge of at least 1 GDS (Apollo/Galileo)
Excellent knowledge in client facing Travel Technology and solid experience in the administration of min 1 application
Good analytical thinking skills and interpersonal skills
Experience in process management (design, document and implement processes) advantageous
Thorough understanding of online meeting technology advantageous.
RoleTechnical Support Engineer
Industry TypeTravel & Tourism
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryAdmin/Maintenance/Security/Datawarehousing
Education
UG :Any Graduate
PG :Post Graduation Not Required
Key Skills
ProcurementCareer developmentService levelAnalyticalTravel managementManager TechnologyWorkflowProduct supportProcess managementSystem administration"|['Procurement', 'Career development', 'Service level', 'Analytical', 'Travel management', 'Workflow', 'Product support', 'Process management', 'System administration']|CT Product Support|Not Disclosed|
4|711|1||24 days ago|B.Tech/B.E. in Electronics/Telecommunication, Instrumentation, Electrical, Diploma in Electrical, Electronics/Telecommunication|10 - 15 years|"Job description
Enggr - 10+ yrs of Experience in logic Dev.- Allen Bradley & Siemens PLC's , Scada , Drives, shud hv worked in Pharma Industry mail cv in word format simconjobs@gmail.com with Current & Expected CTC
RoleDesign Engineer
Industry TypePharmaceutical & Life Sciences
Functional AreaEngineering Design, R&D
Employment TypeFull Time, Permanent
Role CategoryEngineering Design
Education
UG :B.Tech/B.E. in Electronics/Telecommunication, Instrumentation, Electrical, Diploma in Electrical, Electronics/Telecommunication
Key Skills
Bio Technology
PanelHMIAllen BradleyPLcPharmaDrviesServoSiemensPharmaceuticalScada
Skills highlighted with ‘‘ are preferred keyskills"|['Bio Technology', 'Panel', 'HMI', 'Allen Bradley', 'PLc', 'Pharma', 'Servo', 'Siemens', 'Pharmaceutical', 'Scada']|Industrial Automation Engineer|₹ 10,00,000 - 12,00,000 P.A.|
5|545|||24 days ago|B.Tech/B.E. in Instrumentation, Electrical|4 - 8 years|"Job description
Able to write the PLC program from scratch. Must be experienced with
all programming language such as ladder logic, block diagrams, statement
lists.
Able to read the wiring diagram and also design schematics
RoleProcess Flow Analyst
Industry TypeCourier / Logistics
Functional AreaITES, BPO, KPO, LPO, Customer Service, Operations
Employment TypeFull Time, Permanent
Role CategoryOperations
Education
UG :B.Tech/B.E. in Instrumentation, Electrical
Key Skills
Installing and commissioningPLCprofisafePLC ProgrammingLadder Logicblock diagramStatement ListSafety ModulesTechnical supportVFD drives commissioning"|['PLC', 'PLC Programming', 'Ladder Logic', 'Technical support']|PLC Engineer|₹ 5,00,000 - 7,00,000 P.A.|
6|197|1|Any Postgraduate, Post Graduation Not Required|24 days ago|Diploma in Mechanical, B.Tech/B.E. in Mechanical, Any Graduate|3 - 8 years|"Job description
Any Graduate, ITI / Mechanical Engineer with 3 to 5 yrs in the service department of concrete equipment manufacturing. Heavy construction equipment operation & maintenance. Daily breakdown analysis. Good knowledge about construction equipment.

Required Candidate profile
Well understanding the operation and maintenance of the SELF LOADER CONCRETE
MIXER CONSTRUCTION EQUIPMENT. Good knowledge in troubleshooting of Kirloskar Engine, Hydraulics, Axle & Electrical system.

Perks and benefits
Negotiable - Depending Upon Candidate & Experience
RoleService/Maintenance Engineer
Industry TypeIndustrial Equipment / Machinery
Functional AreaProduction, Manufacturing, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProduction/Manufacturing/Maintenance
Education
UG :Diploma in Mechanical, B.Tech/B.E. in Mechanical, Any Graduate
PG :Any Postgraduate, Post Graduation Not Required
Doctorate :Doctorate Not Required, Any Doctorate
Key Skills
AhmedabadOdhavGujaratConstruction EquipmentZakDehgamConcrete EquipmentsService EngineerMachineryServicingChangodarRepairVatvaEarth MovingprimeConstructionKathwadaServiceNarodaMaintenanceNikolDiplomaMechanicalGandhinagarMoraiyaConcrete TechnologyITI"|['Construction Equipment', 'Service Engineer', 'Machinery', 'Servicing', 'Repair', 'Earth Moving', 'prime', 'Construction', 'Service', 'Maintenance', 'Diploma', 'Mechanical', 'Concrete Technology', 'ITI']|Service Engineer - Concrete Equipments Manufacturing - Ahmedabad|₹ 2,00,000 - 3,00,000 P.A.|Doctorate Not Required, Any Doctorate
7|246|5||24 days ago|B.Tech/B.E. in Electronics/Telecommunication, Electrical|6 - 9 years|"Job description
Analog and Digital Electronics Design ,FPGA or Microcontroller/Microprocessor based designs, PCB design (2-10 layers ) & manufacturing,Board layout,Fabricators,3D CAD,Product specifications,IPC standards,Circuit analysys,IoT Design,Testing tools.

Required Candidate profile
Engr,6-9 yrs of exp in Hardware Dsgn.High speed signals, high current power,4+layers dsgn,Layout Design of ARM based processor boards,Altiurm designer,Layout practices,IoT, MSO,DSO,Function generator.
RoleSenior Design Engineer
Industry TypeElectronics Manufacturing
Functional AreaEngineering Design, R&D
Employment TypeFull Time, Permanent
Role CategoryEngineering Design
Education
UG :B.Tech/B.E. in Electronics/Telecommunication, Electrical
Key Skills
digitalDSOBOM3D CADCommunication ProtocolsFPGAMicrocontrollerDifferential signallingMSOGPSWi-Fi/BLECircuit analysisIoTHigh speed signallingLayout designSimulationFunction generatorAnaloghardware designMicroprocessorETHERNETPCB manufacturingTesting"|['digital', 'DSO', 'BOM', '3D CAD', 'Communication Protocols', 'FPGA', 'Microcontroller', 'GPS', 'IoT', 'Layout design', 'Simulation', 'Function generator', 'Analog', 'hardware design', 'Microprocessor', 'ETHERNET', 'Testing']|Hardware Design Engineer ( Leading MNC )|₹ 10,00,000 - 15,00,000 P.A.|
8|1506|10|Any Postgraduate|24 days ago|Any Graduate|1 - 6 years|"Job description
Dear Candidate, Greetings from Sutherland..!

We have openings for Storage Engineer.

CANDIDATES FROM ANY LOCATION CAN APPLY, BUT MUST BE WILLING TO RELOCATE TO BANGALORE AFTER NORMALCY OF COVID.

Must Be able to Join in 1 month notice period.

It is a rotational day shift

Contact :Swathi HR (7338700398).please only drop a normal SMS with a short description about your storage technical experience and also the below details:

*LOCATION

*NOTICE PERIOD

Please apply without fail and we will be reaching you.

Can contact on saturday and sunday too.

Excellent communication in English is mandatory.

Telephonic Interviews and Strictly No Walk-ins.

Responsibilities and Duties:
Extensive experience and in-depth knowledge of ONTAP 7-mode and C- Mode
iSCSI/NFS/CIFS/SAN technologies
Snapmirror, Snap Vault
NetApp FAS series (7 & C Mode) and E series advanced concepts of Data ONTAP
Strong knowledge on Clustering and High Availability
Expertise in Configuring and troubleshooting snap mirror, snap vault
In-depth knowledge on troubleshooting CIFS and NFS share/ access issues
Experience on SAN storage provisioning, LUN masking and zoning all other daily operational tasks on storage is mandatory along with experience on Storage capacity planning, performance analysis, monitoring, reporting.
Design and implement NetApp storage systems, including installation, configuration, software upgrades, and storage provisioning.
Upgrades, and maintenance of switches.
Create and maintain system scripts and programs to support the operations of the storage systems.
Experience on SAN storage provisioning, LUN masking and zoning all other daily operational tasks on storage is mandatory along with experience on Storage capacity planning, performance analysis, monitoring, reporting.
Experience in ServiceNow ticketing tools
Diagnose and troubleshoot NetApp storage software issues
Reproduce issues by re-creating scenarios in a lab environment
Diagnose and troubleshoot TCP/IP networking issues
Provide Technical Support 24x7 on-call /email/ chat support.

Regards,
Swathi.R
Sutherland
RoleTechnical Support Engineer
Industry TypeIT Services & Consulting
Functional AreaIT Software - Network Administration, Security
Employment TypeFull Time, Permanent
Role CategoryAdmin/Maintenance/Security/Datawarehousing
Education
UG :Any Graduate
PG :Any Postgraduate
Key Skills
SANNASVMwareTicketingEMC StorageWindows ServerIBM StorageBackupSoftware UpgradationZoningNetApp StorageTroubleshootingRAIDClusteringSnapshotHitachi StorageCifsStorageLinux ServerONTAPReplicationHP Storagestorage adminstorage techical support"|['SAN', 'NAS', 'VMware', 'Ticketing', 'EMC Storage', 'Windows Server', 'IBM Storage', 'Backup', 'Software Upgradation', 'Zoning', 'NetApp Storage', 'Troubleshooting', 'RAID', 'Clustering', 'Hitachi Storage', 'Cifs', 'Storage', 'Linux Server', 'Replication', 'HP Storage']|Openings@ Sutherland For Storage Technical Support Role-1 Month Notice|₹ 3,50,000 - 7,00,000 P.A.|
9|1312|10|Any Postgraduate|24 days ago|Any Graduate|1 - 6 years|"Job description
Dear Candidate, Greetings from Sutherland..!

We have openings for Storage Engineer.

CANDIDATES FROM ANY LOCATION CAN APPLY, BUT MUST BE WILLING TO RELOCATE TO BANGALORE AFTER NORMALCY OF COVID.

Must Be able to Join in 1 month notice period.

It is a rotational day shift

Contact :Swathi HR (7338700398).please only drop a normal SMS with a short description about your storage technical experience and also the below details:

*LOCATION

*NOTICE PERIOD

Please apply without fail and we will be reaching you.

Can contact on saturday and sunday too.

Excellent communication in English is mandatory.

Telephonic Interviews and Strictly No Walk-ins.

Responsibilities and Duties:
Extensive experience and in-depth knowledge of ONTAP 7-mode and C- Mode
iSCSI/NFS/CIFS/SAN technologies
Snapmirror, Snap Vault
NetApp FAS series (7 & C Mode) and E series advanced concepts of Data ONTAP
Strong knowledge on Clustering and High Availability
Expertise in Configuring and troubleshooting snap mirror, snap vault
In-depth knowledge on troubleshooting CIFS and NFS share/ access issues
Experience on SAN storage provisioning, LUN masking and zoning all other daily operational tasks on storage is mandatory along with experience on Storage capacity planning, performance analysis, monitoring, reporting.
Design and implement NetApp storage systems, including installation, configuration, software upgrades, and storage provisioning.
Upgrades, and maintenance of switches.
Create and maintain system scripts and programs to support the operations of the storage systems.
Experience on SAN storage provisioning, LUN masking and zoning all other daily operational tasks on storage is mandatory along with experience on Storage capacity planning, performance analysis, monitoring, reporting.
Experience in ServiceNow ticketing tools
Diagnose and troubleshoot NetApp storage software issues
Reproduce issues by re-creating scenarios in a lab environment
Diagnose and troubleshoot TCP/IP networking issues
Provide Technical Support 24x7 on-call /email/ chat support.

Regards,
Swathi.R
Sutherland
RoleTechnical Support Engineer
Industry TypeIT Services & Consulting
Functional AreaIT Software - Network Administration, Security
Employment TypeFull Time, Permanent
Role CategoryAdmin/Maintenance/Security/Datawarehousing
Education
UG :Any Graduate
PG :Any Postgraduate
Key Skills
SANNetApp StorageStorage administrator
WiproDellStorageTechTcsSopra steriaIBM StorageHPInfosysHitachi StoragecognizantIBMHewlett PackardEMCConcentrixTech mahindraCapgeminiMindteckGenpactAccentureIopexUST GlobalDxcHCLStorageDeloitte
Skills highlighted with ‘‘ are preferred keyskills"|['SAN', 'NetApp Storage', 'Wipro', 'Dell', 'Tcs', 'IBM Storage', 'HP', 'Hitachi Storage', 'cognizant', 'IBM', 'EMC', 'Tech mahindra', 'Capgemini', 'Accenture', 'Dxc', 'HCL', 'Storage', 'Deloitte']|Openings@ Sutherland For Storage Technical Support Role-1 Month Notice|₹ 3,50,000 - 7,00,000 P.A.|
